2026-03-12 18:21:28,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡工厂(林科大店)外卖订单,支出,8.29,花呗,交易成功,2026031223001129701438673352	,13180600726031253172249209158	,,
2026-03-12 17:52:03,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,清波寻访组合包,支出,98.00,花呗,交易成功,2026031222001429701439168090	,20260312175156007012116848186283	,,
2026-03-12 16:20:32,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,协议通行证·协议定制,支出,68.00,花呗,交易成功,2026031222001429701437830092	,20260312162009007015609427298096	,,
2026-03-12 12:48:22,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡工厂(林科大店)外卖订单,支出,8.29,花呗,交易成功,2026031223001129701437638067	,13120600726031289465926209158	,,
2026-03-12 09:21:12,生活服务,印美图文,/,佳印图文广告-电脑打印费,支出,0.20,花呗&花呗信用购立减,交易成功,2026031223001429701436531971	,12126600004822000020260312110113230266232079941666	,,
2026-03-12 06:38:51,文化休闲,iCloud 由云上贵州运营,aip***@gzdata.com.cn,iCloud；03.12购买,支出,6.00,花呗,交易成功,2026031222001429701433737787	,MV6M8YVN1Ma0	,,
2026-03-11 23:03:15,其他,沣娆信息,/,2026031123022656487,支出,17.00,花呗,交易成功,2026031123001429701433525196	,5212660000483100009949786839376330469376	,,
2026-03-11 19:42:49,日用百货,长沙市望城区诺诺诺校园生活超市,/,长沙市望城区诺诺诺校园生活超市（个体工商户）,支出,3.00,花呗,交易成功,2026031123001429701432777410	,37106600004857000220260311MMg8j83a	,,
2026-03-11 19:13:46,教育培训,中南林业科技大学涉外学院,xyy***@aliyun.com,中南林业科技大学涉外学院_食堂,支出,10.00,花呗,交易成功,2026031123001429701432765962	,6093031119134617732	,,
2026-03-11 15:25:34,投资理财,基金组合-蚂蚁（杭州）基金销售有限公司,/,基金组合-易方达安瑞短债债券C-现金分红至余额宝,不计收支,0.01,余额宝,交易成功,20260311001080014304700007334855	,	,,
2026-03-11 07:41:18,教育培训,金陵小吃,173******35,收钱码收款,支出,4.00,花呗,交易成功,2026031122001429701431214320	,47731860787222496729700	,,
2026-03-10 18:25:47,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟（PC版）_bili_界园志异特训组合,支出,168.00,花呗,交易成功,2026031022001429701431222494	,2026031018253201240723	,,
2026-03-10 15:45:20,餐饮美食,蜜雪冰城900475店1,/,蜜雪冰城900475店,支出,8.00,花呗,交易成功,2026031022001429701429247208	,20P2088701330117762W03_176231008822626031015451913678	,,
2026-03-10 13:31:01,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_酿造装置资金箱,支出,45.00,花呗,交易成功,2026031023001429701428529997	,7731206550503162	,,
2026-03-10 13:30:38,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_每月寻访组合包,支出,168.00,花呗,交易成功,2026031022001429701427144434	,7731206322193559	,,
2026-03-10 13:30:07,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_定向甄选寻访组合包,支出,168.00,花呗,交易成功,2026031022001429701427219752	,7731205996083602	,,
2026-03-10 11:54:17,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡工厂(林科大店)外卖订单,支出,8.29,花呗,交易成功,2026031023001129701428842796	,13110600726031095389896209158	,,
2026-03-10 09:45:57,教育培训,中南林业科技大学涉外学院,xyy***@aliyun.com,中南林业科技大学涉外学院_食堂,支出,4.00,花呗,交易成功,2026031023001429701428593492	,6177031009455717731	,,
2026-03-09 17:34:39,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,胖哥现炒盖浇饭(林科大梅园三楼店)外卖订单,支出,8.50,花呗,交易成功,2026030923001129701425020717	,13170600726030910218574209158	,,
2026-03-09 13:04:35,信用借还,花呗,/,花呗自动还款-2026年03月账单,不计收支,52.20,工商银行储蓄卡(4423),还款成功,2026030929020999700100079452	,	,,
2026-03-09 11:07:35,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡炸鸡(梅园三食堂店)外卖订单,支出,12.99,花呗,交易成功,2026030923001129701422591651	,13110600726030953603302209158	,,
2026-03-09 09:55:30,日用百货,长沙市望城区诺诺诺校园生活超市,/,长沙市望城区诺诺诺校园生活超市（个体工商户）,支出,6.00,花呗,交易成功,2026030923001429701421920607	,71106600004857000220260309MMd9cp2h	,,
2026-03-08 13:08:11,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,态度烧烤盖码饭外卖订单,支出,13.00,花呗,交易成功,2026030823001129701420653125	,13130600726030868438115209158	,,
2026-03-08 12:44:07,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_月卡,支出,30.00,花呗,交易成功,2026030822001429701420510790	,7729450380083276	,,
2026-03-07 20:45:22,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡炸鸡(梅园三食堂店)外卖订单,支出,14.99,花呗,交易成功,2026030723001129701420303704	,13200600726030707466958209158	,,
2026-03-07 17:06:16,充值缴费,中国电信,zhi***@chinatelecom-ec.com.cn,为173****4983充值40.0元，谨防诈骗,支出,39.91,花呗&支付宝随机立减,交易成功,2026030722001429701418949752	,ZY2603071706110016101612	,,
2026-03-07 12:27:54,餐饮美食,金里,/,林科大自营2买单,支出,3.80,花呗,交易成功,2026030723001429701414601680	,431266000048250000705632830728260307	,,
2026-03-07 12:05:12,餐饮美食,小二很忙,/,2号收银台,支出,14.00,花呗,交易成功,2026030722001429701416474849	,8912660000482200007895088348317278	,,
2026-03-07 12:00:20,生活服务,贺姐配钥匙修鞋店,/,移动支付,支出,8.00,花呗,交易成功,2026030722001429701416096508	,69202100314460129720260307301550000002391438904	,,
2026-03-06 18:33:33,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_技巧集综合礼包,支出,98.00,花呗,交易成功,2026030623001429701413521405	,7727932065243960	,,
2026-03-02 14:42:50,日用百货,x***8,191******72,gmini3.1pro一年独享资源,支出,64.99,花呗,交易成功,2026030223001129701456594367	,T200P3270937406317718755	,,
2026-03-02 11:34:37,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,优惠武库组合包,支出,108.00,花呗,交易成功,2026030223001429701454836095	,20260302113434007015474015892662	,,
2026-03-02 11:33:51,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,优惠武库组合包,支出,108.00,花呗,交易成功,2026030223001429701454905123	,20260302113345007014425644966445	,,
2026-03-02 11:32:34,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,特惠武库配额包,支出,88.00,花呗,交易成功,2026030223001429701458553250	,20260302113222007015342016174914	,,
2026-02-24 15:18:23,日用百货,x***2,199******52,明日方舟终末地 蚀像寻遗高速代肝,支出,40.00,花呗,交易成功,2026022423001129701433378640	,T200P3259421364669718755	,,
2026-02-23 10:08:45,教育培训,广州极目未来文化科技有限公司,gzj***@zuoyebang.com,连续包月,支出,19.90,花呗,交易成功,2026022322001429701428445833	,AL202602231008448080956115672153	,,
2026-02-21 17:52:04,交通出行,铁路12306,chi***@alipay.com,火车票,支出,61.00,花呗,交易成功,2026022122001429701422610819	,M20260221287746793	,,
2026-02-20 21:54:27,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,古茗(冷水江师范店)外卖订单,支出,21.00,花呗,交易成功,2026022023001129701419032957	,13210600726022033727966209158	,,
2026-02-19 16:54:11,充值缴费,中国联通,gs-***@chinaunicom.cn,为155****9838交费30.00元,支出,30.00,花呗,交易成功,2026021922001429701414778290	,CP0236351771491243052575	,,
2026-02-18 12:25:00,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_望的手提箱,支出,68.00,花呗,交易成功,2026021823001429701410352135	,7713886948253576	,,
2026-02-18 12:22:26,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_每月寻访组合包,支出,168.00,花呗,交易成功,2026021823001429701412947941	,7713885390333889	,,
2026-02-18 10:36:59,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,月卡,支出,30.00,花呗,交易成功,2026021823001429701409966549	,20260218103650007015210185855147	,,
2026-02-14 14:12:53,充值缴费,中国电信,zhi***@chinatelecom-ec.com.cn,为173****4983充值30.0元，谨防诈骗,支出,29.93,花呗&支付宝随机立减,交易成功,2026021422001429701456390905	,ZY2602141412460026733909	,,
2026-02-12 17:20:19,数码电器,ra**店,sal***@rageer.com,【优惠价】锐戟RAGEER PCIE3.0/4.0X1延长线支持dma连接线声卡网卡180度90度,支出,24.83,花呗,支付成功,20260212300000007029701208396976	,T200P3223212135430718755	,,
2026-02-12 07:36:33,文化休闲,iCloud 由云上贵州运营,aip***@gzdata.com.cn,iCloud；02.12购买,支出,6.00,花呗,交易成功,2026021223001429701444297675	,MV6M611LM4a0	,,
2026-02-10 14:20:31,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟（PC版）_bili_天镜珍藏组合包,支出,198.00,花呗,交易成功,2026021022001429701439203792	,2026021014202552060739	,,
2026-02-10 14:14:04,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟（PC版）_bili_新春养成组合包,支出,68.00,花呗,交易成功,2026021022001429701438538041	,2026021014135837847891	,,
2026-02-10 14:13:40,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟（PC版）_bili_新春祝愿补给包,支出,6.00,花呗,交易成功,2026021022001429701438453632	,2026021014132209991611	,,
2026-02-10 10:41:35,信用借还,花呗,/,花呗主动还款-2026年02月账单,不计收支,3383.17,招商银行储蓄卡(5032),还款成功,2026021029020999700137438490	,	,,
2026-02-09 13:08:13,信用借还,花呗,/,花呗自动还款-2026年02月账单,不计收支,209.06,工商银行储蓄卡(4423),还款成功,2026020929020999700134165716	,	,,
2026-02-06 22:12:02,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_月卡,支出,30.00,花呗,交易成功,2026020622001429701420749702	,7703870811613134	,,
2026-02-05 22:54:25,退款,淘宝闪购,e50***@alibaba-inc.com,退款-古茗冷水江师范店外卖订单,不计收支,19.50,花呗,退款成功,2026020523001129701419738355_13220601326020557924120209158	,13220600726020579787676209158	,,
2026-02-05 22:54:17,退款,淘宝闪购,/,退款-淘宝闪购慢必赔,不计收支,0.19,花呗,退款成功,2026020523001129701419727478*13220601326020530351342209158	,13220601326020530351342209158	,,
2026-02-05 22:51:28,餐饮美食,淘宝闪购,e54***@service.aliyun.com,淘宝闪购慢必赔,支出,0.19,花呗,交易成功,2026020523001129701419727478	,13220600726020579787677209158	,,
2026-02-05 22:51:28,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,古茗冷水江师范店外卖订单,支出,19.50,花呗,交易关闭,2026020523001129701419738355	,13220600726020579787676209158	,,
2026-02-02 16:45:20,数码电器,春彤**店,ley***@163.com,4/6*SATA3.0 双通道服务器硬盘数据线 高速固态机械SSD光驱串口线,支出,26.80,花呗,交易成功,2026020223001129701407266778	,T200P3223220738531718755	,,
2026-02-02 16:41:41,数码电器,ra**店,sal***@rageer.com,【优惠价】锐戟RAGEER PCIE3.0/4.0X1延长线支持dma连接线声卡网卡180度90度,支出,0.00,,支付成功,2026020223001129701408193052	,T200P3223212135430718755	,,
2026-02-02 12:00:18,数码电器,ch**1,159******25,电源SATA扩展线 5线齐 一分二 分三 分四 一拖五 一分五 硬盘组线,支出,9.80,花呗,支付成功,20260202300000004929701242992621	,T200P3201404558796718755	,,
2026-02-01 19:09:53,充值缴费,中国联通,gs-***@chinaunicom.cn,为155****9838交费50.00元,支出,49.99,花呗&支付宝随机立减,交易成功,2026020122001429701403092802	,CP1169831769944181044048	,,
2026-01-30 15:41:43,数码电器,游梵**店,m13***@163.com,【优惠价】游梵PCI-E3.0延长线1X接口PCIE转接网卡声卡小插槽90度DMA连接线,支出,25.90,花呗,交易成功,2026013023001129701453088641	,T200P3216765831039718755	,,
2026-01-27 22:24:58,日用百货,l***0,947***@qq.com,20口SATA硬盘扩展卡，PCIE转SATA转接卡，SATA,支出,70.00,花呗,交易成功,2026012723001129701440608167	,T200P3211578878118718755	,,
2026-01-27 22:18:12,数码电器,春彤**店,ley***@163.com,SATA电源线1分2/3/4/5/6 固态机械硬盘扩展线 电脑一分多供电转接,支出,13.60,花呗,交易成功,2026012723001129701440419696	,T200P3211532727124718755	,,
2026-01-26 05:05:39,文化休闲,广州市动景计算机科技有限公司,gzo***@ucweb.com,连续包年(网盘SVIP会员),支出,198.00,花呗,交易成功,2026012622001429701435520142	,534016980494819937	,,
2026-01-25 14:55:19,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,特惠武库配额包,支出,88.00,花呗,交易成功,2026012522001429701433344141	,20260125145508007015108686754912	,,
2026-01-24 10:08:44,教育培训,广州极目未来文化科技有限公司,gzj***@zuoyebang.com,连续包月,支出,19.90,花呗,交易成功,2026012422001429701430208069	,AL202601241008438748913445964153	,,
2026-01-23 23:31:03,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,行火寻访组合包,支出,98.00,花呗,交易成功,2026012322001429701425439443	,20260123233048007015248516670532	,,
2026-01-23 20:27:42,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,协议通行证·协议定制,支出,68.00,花呗,交易成功,2026012322001429701425473442	,20260123202729007015249374552352	,,
2026-01-23 16:35:52,公共服务,湖南省财政事务中心,kk1***@189.cn,冷水江市公安局交通警察大队收取驾驶证工本费等费用-0037461744,支出,10.00,花呗,交易成功,2026012322001429701425200189	,e3327af7f3b74625ac2f1d934d77f210	,,
2026-01-23 16:30:10,数码电器,湖南信辰兴科技发展有限公司,139***@139.com,体检/拍照服务费,支出,40.00,花呗,交易成功,2026012322001429701424657213	,260123162956973640tjjsbbh432504	,,
2026-01-23 01:39:54,退款,tb**2,193***@163.com,退款-硬盘收纳支架台式机箱多盘位硬盘支架3.5/2.5寸堆叠机械SSD扩展架,不计收支,28.90,建设银行储蓄卡(8272),退款成功,2026012322001129701420494473_3201407510204718755	,T200P3201407510204718755	,,
2026-01-23 01:39:05,数码电器,祖传**h,tia***@163.com,多盘位硬盘支架4/6/8/10/12层外接托架亚克力架子3.5寸机械硬盘笼,支出,47.27,花呗,交易成功,2026012323001129701419750931	,T200P3201407078520718755	,,
2026-01-23 01:37:11,数码电器,tb**2,193***@163.com,硬盘收纳支架台式机箱多盘位硬盘支架3.5/2.5寸堆叠机械SSD扩展架,支出,28.90,建设银行储蓄卡(8272),交易关闭,2026012322001129701420494473	,T200P3201407510204718755	,,
2026-01-23 01:35:29,数码电器,ch**1,159******25,电源SATA扩展线 5线齐 一分二 分三 分四 一拖五 一分五 硬盘组线,支出,0.00,,支付成功,2026012322001129701422250077	,T200P3201404558796718755	,,
2026-01-22 16:10:24,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,月卡,支出,30.00,花呗,交易成功,2026012222001429701420961619	,20260122160932007015372746251647	,,
2026-01-22 16:08:00,文化休闲,上海鹰角塔罗斯网络科技有限公司,fin***@hypergryph.com,宏愿兵装组合包,支出,6.00,花呗,交易成功,2026012222001429701422277520	,20260122160752007015272417157333	,,
2026-01-16 06:12:55,文化休闲,App Store & Apple Music,tpa***@apple.com,App Store & Apple Music；01.16购买,支出,243.00,花呗,交易成功,2026011622001429701453635655	,MV6M3BFL47a0	,,
2026-01-13 08:34:29,文化休闲,App Store & Apple Music,tpa***@apple.com,App Store & Apple Music；01.13购买,支出,38.00,花呗,交易成功,2026011322001429701442833700	,MV6M3261Q0a0	,,
2026-01-12 07:37:24,文化休闲,iCloud 由云上贵州运营,aip***@gzdata.com.cn,iCloud；01.12购买,支出,6.00,花呗,交易成功,2026011222001429701436018336	,MV6M2Z7KVDa0	,,
2026-01-10 13:08:26,其他,米诺斯工作室,mis***@hotmail.com,Mirror酱年卡,支出,29.90,花呗,交易成功,2026011022001429701430526881	,ALN20260110130816i4yqgoc3cjspkvh	,,
2026-01-09 13:06:26,信用借还,花呗,/,花呗自动还款-2026年01月账单,不计收支,105.72,工商银行储蓄卡(4423),还款成功,2026010929020999700155246842	,	,,
2026-01-09 12:33:37,教育培训,教育部教育考试院,zhi***@mail.neea.edu.cn,第77次NCRE考试费,支出,94.89,工商银行储蓄卡(4423)&工商银行立减金,交易成功,2026010922001429701427309928	,NCRE_43-2026010912-8066967646	,,
2026-01-08 23:10:51,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_罗德岛资金箱,支出,68.00,花呗,交易成功,2026010822001429701421478888	,7678850463023539	,,
2026-01-08 23:10:32,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_月卡,支出,30.00,花呗,交易成功,2026010822001429701423027147	,7678850251803492	,,
2026-01-07 21:53:33,餐饮美食,好想来零食乐园,/,长沙望城区中南林业科技大学涉外学院店,支出,3.60,花呗,交易成功,2026010722001429701414708527	,922019011062861739002126010721533302781325	,,
2026-01-07 19:43:35,日用百货,x***5,178******95,长沙，株洲九记潮汕现切鲜牛肉自助火锅，单人餐，20店通用,支出,74.00,花呗,交易成功,2026010722001129701418717443	,T200P3169660191920718755	,,
2026-01-07 15:08:44,交通出行,铁路12306,chi***@alipay.com,退款-火车票,不计收支,61.00,花呗,退款成功,2025122422001429701408559549_M2026010753646359	,M20251224283553298	,,
2026-01-07 15:08:42,交通出行,铁路12306,chi***@alipay.com,火车票,支出,65.00,花呗,交易成功,2026010722001429701417800384	,M20260107246384590	,,
2026-01-07 09:34:30,教育培训,中南林业科技大学涉外学院,xyy***@aliyun.com,中南林业科技大学涉外学院_食堂,支出,9.00,花呗,交易成功,2026010722001429701414679671	,6035010709343017677	,,
2026-01-06 18:12:57,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,态度烧烤盖码饭外卖订单,支出,18.00,花呗,交易成功,2026010622001129701413318708	,13180600726010623525337209158	,,
2026-01-06 15:28:17,日用百货,长沙市望城区诺诺诺校园生活超市,/,长沙市望城区诺诺诺校园生活超市（个体工商户）,支出,7.00,花呗,交易成功,2026010622001429701412317126	,66106600004857000220260106MMfv7vr7	,,
2026-01-05 20:52:59,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,态度烧烤盖码饭外卖订单,支出,12.00,花呗,交易成功,2026010522001129701407184537	,13200600726010525595043209158	,,
2026-01-05 16:30:52,教育培训,杭州深度求索人工智能基础技术研究有限公司,dee***@deepseek.com,DeepSeek API 服务,支出,10.00,花呗,交易成功,2026010522001429701408156057	,alipay65f673a4ba1a45d481bc321947d3c212	,,
2026-01-05 13:55:35,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,郭记正宗隆江猪脚饭(林科大涉外店)外卖订单,支出,15.80,花呗,交易成功,2026010522001129701407268153	,13130600726010576836974209158	,,
2026-01-04 21:55:06,充值缴费,中国电信,zhi***@chinatelecom-ec.com.cn,为173****4983充值50.0元，谨防诈骗,支出,49.89,花呗&支付宝随机立减,交易成功,2026010422001429701402843514	,ZY2601042154590082069081	,,
2026-01-04 18:06:39,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,态度烧烤盖码饭外卖订单,支出,19.00,花呗,交易成功,2026010422001129701403376455	,13180600726010413702652209158	,,
2026-01-04 17:40:17,文化休闲,华为软件技术有限公司,his***@huawei.com,手记_激活腕上阅读器(运动手表),支出,8.75,花呗&支付宝随机立减,交易成功,2026010422001429701405944863	,A714868012179d21c7c7f5399ea0e631	,,
2026-01-04 14:23:40,文化休闲,哔哩哔哩游戏,kua***@bilibili.com,明日方舟_bili_高级特训组合包,支出,168.00,花呗,交易成功,2026010422001429701405017584	,7675078118643305	,,
2026-01-04 13:23:51,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡工厂(林科大店)外卖订单,支出,13.99,花呗,交易成功,2026010422001129701402476889	,13130600726010444322288209158	,,
2026-01-03 15:30:51,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,0090汉堡工厂(林科大店)外卖订单,支出,16.99,花呗,交易成功,2026010322001129701458730418	,13150600726010325807384209158	,,
2026-01-02 15:39:54,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,郭记正宗隆江猪脚饭林科大涉外店外卖订单,支出,3.00,花呗,交易成功,2026010222001129701453228725	,13150600726010259497332209158	,,
2026-01-02 15:39:54,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,潮汕卤鸡腿饭配菜两个鸡腿 兑换券 1张,支出,12.10,花呗,交易成功,2026010222001129701456457288	,13150600726010259497333209158	,,
2026-01-01 14:17:49,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,郭记正宗隆江猪脚饭(林科大涉外店)外卖订单,支出,18.80,花呗,交易成功,2026010122001129701448010815	,13140600726010186419822209158	,,
